package	function	cluster	impact	raw_first_edit	raw_first_ref_ir	raw_first_self_ir	semantic_first_edit	semantic_first_ref_ir	semantic_first_self_ir
incremental_compilation	"_CN28cjcj:incremental_compilation15PollutionMapGen14CollectCHIROptHCNac7HashMapIRNat6StringECNac7HashSetIY6_EE"	CG-BRANCH-OPERAND	functional	replace	  br i1 %v134, label %v135, label %v90	  br i1 %v134, label %v135, label %v136	replace	  br i1 %v134, label %v135, label %v90	  br i1 %v134, label %v135, label %v136
incremental_compilation	"_CN28cjcj:incremental_compilation15PollutionMapGen24GetUnqualifiedUsageScopeHCNY_8IncrDeclE"	CG-METADATA-ATTACHMENT	functional	replace	  %v19 = call i8 addrspace(1)* @llvm.cj.gcread.ref(i8 addrspace(1)* %v13, i8 addrspace(1)* addrspace(1)* %v18), !untrusted_ref !16	  %v19 = call i8 addrspace(1)* @llvm.cj.gcread.ref(i8 addrspace(1)* %v13, i8 addrspace(1)* addrspace(1)* %v18)	replace	  %v19 = call i8 addrspace(1)* @llvm.cj.gcread.ref(i8 addrspace(1)* %v13, i8 addrspace(1)* addrspace(1)* %v18), !untrusted_ref !N	  %v19 = call i8 addrspace(1)* @llvm.cj.gcread.ref(i8 addrspace(1)* %v13, i8 addrspace(1)* addrspace(1)* %v18)
incremental_compilation	"_CN28cjcj:incremental_compilation15SortedStringSetHCNac7HashSetIRNat6StringEE"	CG-METADATA-NUMBERING	cosmetic	replace	define i8 addrspace(1)* @"_CN28cjcj:incremental_compilation15SortedStringSetHCNac7HashSetIRNat6StringEE"(i8 addrspace(1)* %v1) gc "cangjie" personality i32 (...)* @"__cj_personality_v0$" !ReflectionFunc !124 {	define i8 addrspace(1)* @"_CN28cjcj:incremental_compilation15SortedStringSetHCNac7HashSetIRNat6StringEE"(i8 addrspace(1)* %v1) gc "cangjie" personality i32 (...)* @"__cj_personality_v0$" !ReflectionFunc !90 {	equal	<identical after metadata-number normalization>	<identical after metadata-number normalization>
incremental_compilation	"_CN28cjcj:incremental_compilation15StringSetToWireHCNac7HashSetIRNat6StringEE"	CG-METADATA-NUMBERING	cosmetic	replace	define void @"_CN28cjcj:incremental_compilation15StringSetToWireHCNac7HashSetIRNat6StringEE"(%v1* noalias sret(%v1) %v2, i8 addrspace(1)* %v3) gc "cangjie" personality i32 (...)* @"__cj_personality_v0$" !ReflectionFunc !104 {	define void @"_CN28cjcj:incremental_compilation15StringSetToWireHCNac7HashSetIRNat6StringEE"(%v1* noalias sret(%v1) %v2, i8 addrspace(1)* %v3) gc "cangjie" personality i32 (...)* @"__cj_personality_v0$" !ReflectionFunc !317 {	equal	<identical after metadata-number normalization>	<identical after metadata-number normalization>
incremental_compilation	"_CN28cjcj:incremental_compilation15TrimPackagePathHRNat6StringE"	CG-METADATA-NUMBERING	cosmetic	replace	define void @"_CN28cjcj:incremental_compilation15TrimPackagePathHRNat6StringE"(%v1* noalias sret(%v1) %v2, %v1* noalias nocapture readonly %v3) gc "cangjie" personality i32 (...)* @"__cj_personality_v0$" !ReflectionFunc !87 {	define void @"_CN28cjcj:incremental_compilation15TrimPackagePathHRNat6StringE"(%v1* noalias sret(%v1) %v2, %v1* noalias nocapture readonly %v3) gc "cangjie" personality i32 (...)* @"__cj_personality_v0$" !ReflectionFunc !114 {	equal	<identical after metadata-number normalization>	<identical after metadata-number normalization>
incremental_compilation	"_CN28cjcj:incremental_compilation15WireToStringSetHRNat6StringE"	CG-BRANCH-OPERAND	functional	replace	define i8 addrspace(1)* @"_CN28cjcj:incremental_compilation15WireToStringSetHRNat6StringE"(%v1* noalias nocapture readonly %v2) gc "cangjie" personality i32 (...)* @"__cj_personality_v0$" !ReflectionFunc !74 {	define i8 addrspace(1)* @"_CN28cjcj:incremental_compilation15WireToStringSetHRNat6StringE"(%v1* noalias nocapture readonly %v2) gc "cangjie" personality i32 (...)* @"__cj_personality_v0$" !ReflectionFunc !103 {	replace	  br i1 %v47, label %v48, label %v15	  br i1 %v47, label %v48, label %v49
incremental_compilation	"_CN28cjcj:incremental_compilation16DecodeCacheFieldHRNat6StringE"	CG-METADATA-NUMBERING	cosmetic	replace	define void @"_CN28cjcj:incremental_compilation16DecodeCacheFieldHRNat6StringE"(%v1* noalias sret(%v1) %v2, %v1* noalias nocapture readonly %v3) gc "cangjie" personality i32 (...)* @"__cj_personality_v0$" !ReflectionFunc !65 {	define void @"_CN28cjcj:incremental_compilation16DecodeCacheFieldHRNat6StringE"(%v1* noalias sret(%v1) %v2, %v1* noalias nocapture readonly %v3) gc "cangjie" personality i32 (...)* @"__cj_personality_v0$" !ReflectionFunc !84 {	equal	<identical after metadata-number normalization>	<identical after metadata-number normalization>
incremental_compilation	"_CN28cjcj:incremental_compilation16EncodeCacheFieldHRNat6StringE"	CG-METADATA-NUMBERING	cosmetic	replace	define void @"_CN28cjcj:incremental_compilation16EncodeCacheFieldHRNat6StringE"(%v1* noalias sret(%v1) %v2, %v1* noalias nocapture readonly %v3) gc "cangjie" personality i32 (...)* @"__cj_personality_v0$" !ReflectionFunc !322 {	define void @"_CN28cjcj:incremental_compilation16EncodeCacheFieldHRNat6StringE"(%v1* noalias sret(%v1) %v2, %v1* noalias nocapture readonly %v3) gc "cangjie" personality i32 (...)* @"__cj_personality_v0$" !ReflectionFunc !84 {	equal	<identical after metadata-number normalization>	<identical after metadata-number normalization>
incremental_compilation	"_CN28cjcj:incremental_compilation16IncrDeclKindNameHNNY_12IncrDeclKindE"	CG-METADATA-NUMBERING	cosmetic	replace	define void @"_CN28cjcj:incremental_compilation16IncrDeclKindNameHNNY_12IncrDeclKindE"(%v1* noalias sret(%v1) %v2, i32 %v3) gc "cangjie" personality i32 (...)* @"__cj_personality_v0$" !ReflectionFunc !77 {	define void @"_CN28cjcj:incremental_compilation16IncrDeclKindNameHNNY_12IncrDeclKindE"(%v1* noalias sret(%v1) %v2, i32 %v3) gc "cangjie" personality i32 (...)* @"__cj_personality_v0$" !ReflectionFunc !84 {	equal	<identical after metadata-number normalization>	<identical after metadata-number normalization>
incremental_compilation	"_CN28cjcj:incremental_compilation16SortedStringListHCNac9ArrayListIRNat6StringEE"	CG-METADATA-NUMBERING	cosmetic	replace	define i8 addrspace(1)* @"_CN28cjcj:incremental_compilation16SortedStringListHCNac9ArrayListIRNat6StringEE"(i8 addrspace(1)* %v1) gc "cangjie" personality i32 (...)* @"__cj_personality_v0$" !ReflectionFunc !91 {	define i8 addrspace(1)* @"_CN28cjcj:incremental_compilation16SortedStringListHCNac9ArrayListIRNat6StringEE"(i8 addrspace(1)* %v1) gc "cangjie" personality i32 (...)* @"__cj_personality_v0$" !ReflectionFunc !107 {	equal	<identical after metadata-number normalization>	<identical after metadata-number normalization>
incremental_compilation	"_CN28cjcj:incremental_compilation16SplitCacheFieldsHRNat6StringE"	CG-METADATA-NUMBERING	cosmetic	replace	define i8 addrspace(1)* @"_CN28cjcj:incremental_compilation16SplitCacheFieldsHRNat6StringE"(%v1* noalias nocapture readonly %v2) gc "cangjie" personality i32 (...)* @"__cj_personality_v0$" !ReflectionFunc !97 {	define i8 addrspace(1)* @"_CN28cjcj:incremental_compilation16SplitCacheFieldsHRNat6StringE"(%v1* noalias nocapture readonly %v2) gc "cangjie" personality i32 (...)* @"__cj_personality_v0$" !ReflectionFunc !115 {	equal	<identical after metadata-number normalization>	<identical after metadata-number normalization>
incremental_compilation	"_CN28cjcj:incremental_compilation17CompareDeclSourceHCNY_8IncrDeclEY2_"	CG-METADATA-NUMBERING	cosmetic	replace	define i32 @"_CN28cjcj:incremental_compilation17CompareDeclSourceHCNY_8IncrDeclEY2_"(i8 addrspace(1)* %v1, i8 addrspace(1)* %v2) gc "cangjie" personality i32 (...)* @"__cj_personality_v0$" !ReflectionFunc !107 {	define i32 @"_CN28cjcj:incremental_compilation17CompareDeclSourceHCNY_8IncrDeclEY2_"(i8 addrspace(1)* %v1, i8 addrspace(1)* %v2) gc "cangjie" personality i32 (...)* @"__cj_personality_v0$" !ReflectionFunc !81 {	equal	<identical after metadata-number normalization>	<identical after metadata-number normalization>
incremental_compilation	"_CN28cjcj:incremental_compilation17IncrAttributeNameHNNY_13IncrAttributeE"	CG-METADATA-NUMBERING	cosmetic	replace	define void @"_CN28cjcj:incremental_compilation17IncrAttributeNameHNNY_13IncrAttributeE"(%v1* noalias sret(%v1) %v2, i32 %v3) gc "cangjie" personality i32 (...)* @"__cj_personality_v0$" !ReflectionFunc !77 {	define void @"_CN28cjcj:incremental_compilation17IncrAttributeNameHNNY_13IncrAttributeE"(%v1* noalias sret(%v1) %v2, i32 %v3) gc "cangjie" personality i32 (...)* @"__cj_personality_v0$" !ReflectionFunc !97 {	equal	<identical after metadata-number normalization>	<identical after metadata-number normalization>
incremental_compilation	"_CN28cjcj:incremental_compilation17IncrDeclKindIndexHNNY_12IncrDeclKindE"	CG-METADATA-NUMBERING	cosmetic	replace	define i64 @"_CN28cjcj:incremental_compilation17IncrDeclKindIndexHNNY_12IncrDeclKindE"(i32 %v1) gc "cangjie" personality i32 (...)* @"__cj_personality_v0$" !ReflectionFunc !84 {	define i64 @"_CN28cjcj:incremental_compilation17IncrDeclKindIndexHNNY_12IncrDeclKindE"(i32 %v1) gc "cangjie" personality i32 (...)* @"__cj_personality_v0$" !ReflectionFunc !85 {	equal	<identical after metadata-number normalization>	<identical after metadata-number normalization>
incremental_compilation	"_CN28cjcj:incremental_compilation17IsEnumConstructorHCNY_8IncrDeclE"	CG-METADATA-NUMBERING	cosmetic	replace	define i1 @"_CN28cjcj:incremental_compilation17IsEnumConstructorHCNY_8IncrDeclE"(i8 addrspace(1)* %v1) gc "cangjie" personality i32 (...)* @"__cj_personality_v0$" !ReflectionFunc !100 {	define i1 @"_CN28cjcj:incremental_compilation17IsEnumConstructorHCNY_8IncrDeclE"(i8 addrspace(1)* %v1) gc "cangjie" personality i32 (...)* @"__cj_personality_v0$" !ReflectionFunc !83 {	equal	<identical after metadata-number normalization>	<identical after metadata-number normalization>
incremental_compilation	"_CN28cjcj:incremental_compilation17IsOOEAffectedDeclHCNY_8IncrDeclE"	CG-METADATA-NUMBERING	cosmetic	replace	define i1 @"_CN28cjcj:incremental_compilation17IsOOEAffectedDeclHCNY_8IncrDeclE"(i8 addrspace(1)* %v1) gc "cangjie" personality i32 (...)* @"__cj_personality_v0$" !ReflectionFunc !117 {	define i1 @"_CN28cjcj:incremental_compilation17IsOOEAffectedDeclHCNY_8IncrDeclE"(i8 addrspace(1)* %v1) gc "cangjie" personality i32 (...)* @"__cj_personality_v0$" !ReflectionFunc !95 {	equal	<identical after metadata-number normalization>	<identical after metadata-number normalization>
incremental_compilation	"_CN28cjcj:incremental_compilation17PollutionAnalyzer16PolluteAPIOfDeclHCNY_8IncrDeclE"	CG-METADATA-ATTACHMENT	functional	replace	  %v39 = call i8 addrspace(1)* @llvm.cj.gcread.ref(i8 addrspace(1)* %v4, i8 addrspace(1)* addrspace(1)* %v38), !untrusted_ref !9	  %v39 = call i8 addrspace(1)* @llvm.cj.gcread.ref(i8 addrspace(1)* %v4, i8 addrspace(1)* addrspace(1)* %v38)	replace	  %v39 = call i8 addrspace(1)* @llvm.cj.gcread.ref(i8 addrspace(1)* %v4, i8 addrspace(1)* addrspace(1)* %v38), !untrusted_ref !N	  %v39 = call i8 addrspace(1)* @llvm.cj.gcread.ref(i8 addrspace(1)* %v4, i8 addrspace(1)* addrspace(1)* %v38)
incremental_compilation	"_CN28cjcj:incremental_compilation17PollutionAnalyzer18AddToPollutedDeclsHCNY_8IncrDeclE"	CG-BLOCK-LAYOUT	functional	replace	  %v28 = load i32, i32 addrspace(1)* %v27, align 4, !untrusted_ref !6	  %v28 = load i32, i32 addrspace(1)* %v27, align 4, !untrusted_ref !9	replace	L9: ; preds = %v72, %v73, %v74	L9: ; preds = %v72
incremental_compilation	"_CN28cjcj:incremental_compilation17PollutionAnalyzer21PolluteToConstructorsHCNY_8IncrDeclE"	CG-METADATA-NUMBERING	cosmetic	replace	  %v90 = load i32, i32 addrspace(1)* %v89, align 4, !untrusted_ref !14	  %v90 = load i32, i32 addrspace(1)* %v89, align 4, !untrusted_ref !7	equal	<identical after metadata-number normalization>	<identical after metadata-number normalization>
incremental_compilation	"_CN28cjcj:incremental_compilation17PollutionAnalyzer22PolluteBoxUsesFromDeclHCNY_8IncrDeclE"	CG-BLOCK-LAYOUT	functional	replace	  %v20 = load i32, i32 addrspace(1)* %v19, align 4, !untrusted_ref !21	  %v20 = load i32, i32 addrspace(1)* %v19, align 4, !untrusted_ref !16	replace	L6: ; preds = %v36, %v37, %v38, %v31	L6: ; preds = %v36, %v31
incremental_compilation	"_CN28cjcj:incremental_compilation17PollutionAnalyzer22PolluteDownStreamTypesHCNY_8IncrDeclE"	CG-BRANCH-OPERAND	functional	replace	  %v24 = load i32, i32 addrspace(1)* %v23, align 4, !untrusted_ref !18	  %v24 = load i32, i32 addrspace(1)* %v23, align 4, !untrusted_ref !13	replace	  br i1 %v220, label %v142, label %v221	  br i1 %v220, label %v221, label %v222
incremental_compilation	"_CN28cjcj:incremental_compilation17PollutionAnalyzer23PollutionForDeletedDeclHRNat6StringE"	CG-BLOCK-LAYOUT	functional	replace	L7: ; preds = %v75, %v76, %v77, %v78, %v79	L7: ; preds = %v75, %v76	replace	L7: ; preds = %v75, %v76, %v77, %v78, %v79	L7: ; preds = %v75, %v76
incremental_compilation	"_CN28cjcj:incremental_compilation17PollutionAnalyzer24FindAllExtendDeclsOfTypeHRNat6StringE"	CG-BRANCH-OPERAND	functional	replace	  br i1 %v70, label %v71, label %v23	  br i1 %v70, label %v71, label %v72	replace	  br i1 %v70, label %v71, label %v23	  br i1 %v70, label %v71, label %v72
incremental_compilation	"_CN28cjcj:incremental_compilation17PollutionAnalyzer24PolluteCHIROptAffectDeclHCNY_8IncrDeclE"	CG-METADATA-NUMBERING	cosmetic	replace	  %v18 = load i32, i32 addrspace(1)* %v17, align 4, !untrusted_ref !9	  %v18 = load i32, i32 addrspace(1)* %v17, align 4, !untrusted_ref !18	equal	<identical after metadata-number normalization>	<identical after metadata-number normalization>
incremental_compilation	"_CN28cjcj:incremental_compilation17PollutionAnalyzer25PollutionForAddedTypeDeclHCNY_8IncrDeclE"	CG-METADATA-NUMBERING	cosmetic	replace	  %v54 = load i32, i32 addrspace(1)* %v53, align 4, !untrusted_ref !8	  %v54 = load i32, i32 addrspace(1)* %v53, align 4, !untrusted_ref !7	equal	<identical after metadata-number normalization>	<identical after metadata-number normalization>
incremental_compilation	"_CN28cjcj:incremental_compilation17PollutionAnalyzer26PollutionForSigChangedDeclHCNY_8IncrDeclE"	CG-METADATA-NUMBERING	cosmetic	replace	  %v21 = load i32, i32 addrspace(1)* %v20, align 4, !untrusted_ref !10	  %v21 = load i32, i32 addrspace(1)* %v20, align 4, !untrusted_ref !8	equal	<identical after metadata-number normalization>	<identical after metadata-number normalization>
incremental_compilation	"_CN28cjcj:incremental_compilation17PollutionAnalyzer27PollutionForBodyChangedDeclHCNY_8IncrDeclE"	CG-BRANCH-OPERAND	functional	replace	  %v41 = load i32, i32 addrspace(1)* %v40, align 4, !untrusted_ref !10	  %v41 = load i32, i32 addrspace(1)* %v40, align 4, !untrusted_ref !9	replace	  br i1 %v91, label %v92, label %v51	  br i1 %v91, label %v92, label %v93
incremental_compilation	"_CN28cjcj:incremental_compilation17PollutionAnalyzer28GetExtendedTypeRawMangleNameHCNY_8IncrDeclE"	CG-METADATA-NUMBERING	cosmetic	replace	  %v7 = alloca %v1, align 8, !untrusted_ref !18	  %v7 = alloca %v1, align 8, !untrusted_ref !6	equal	<identical after metadata-number normalization>	<identical after metadata-number normalization>
incremental_compilation	"_CN28cjcj:incremental_compilation17PollutionAnalyzer28PollutionForAddedNonTypeDeclHCNY_8IncrDeclE"	CG-BLOCK-LAYOUT	functional	replace	  %v22 = load i32, i32 addrspace(1)* %v21, align 4, !untrusted_ref !15	  %v22 = load i32, i32 addrspace(1)* %v21, align 4, !untrusted_ref !9	replace	L11: ; preds = %v43, %v44, %v45, %v46, %v42	L11: ; preds = %v43, %v42
incremental_compilation	"_CN28cjcj:incremental_compilation17PollutionAnalyzer29PollutionForLayoutChangedDeclHCNY_8IncrDeclE"	CG-METADATA-NUMBERING	cosmetic	replace	  %v31 = load i32, i32 addrspace(1)* %v30, align 4, !untrusted_ref !22	  %v31 = load i32, i32 addrspace(1)* %v30, align 4, !untrusted_ref !19	equal	<identical after metadata-number normalization>	<identical after metadata-number normalization>
incremental_compilation	"_CN28cjcj:incremental_compilation17PollutionAnalyzer29PollutionForSrcUseChangedDeclHCNY_8IncrDeclE"	CG-BRANCH-OPERAND	functional	replace	  br i1 %v70, label %v32, label %v71	  br i1 %v70, label %v71, label %v72	replace	  br i1 %v70, label %v32, label %v71	  br i1 %v70, label %v71, label %v72
incremental_compilation	"_CN28cjcj:incremental_compilation17PollutionAnalyzer30PollutionForChangedNonTypeDeclHCNY_12CommonChangeE"	CG-METADATA-ATTACHMENT	functional	replace	  %v44 = call i8 addrspace(1)* @llvm.cj.gcread.ref(i8 addrspace(1)* %v38, i8 addrspace(1)* addrspace(1)* %v43), !untrusted_ref !14	  %v44 = call i8 addrspace(1)* @llvm.cj.gcread.ref(i8 addrspace(1)* %v38, i8 addrspace(1)* addrspace(1)* %v43)	replace	  %v44 = call i8 addrspace(1)* @llvm.cj.gcread.ref(i8 addrspace(1)* %v38, i8 addrspace(1)* addrspace(1)* %v43), !untrusted_ref !N	  %v44 = call i8 addrspace(1)* @llvm.cj.gcread.ref(i8 addrspace(1)* %v38, i8 addrspace(1)* addrspace(1)* %v43)
incremental_compilation	"_CN28cjcj:incremental_compilation17PollutionAnalyzer30PollutionForSigChangedFuncDeclHCNY_8IncrDeclE"	CG-METADATA-ATTACHMENT	functional	replace	  %v29 = call i8 addrspace(1)* @llvm.cj.gcread.ref(i8 addrspace(1)* %v4, i8 addrspace(1)* addrspace(1)* %v28), !untrusted_ref !21	  %v29 = call i8 addrspace(1)* @llvm.cj.gcread.ref(i8 addrspace(1)* %v4, i8 addrspace(1)* addrspace(1)* %v28)	replace	  %v29 = call i8 addrspace(1)* @llvm.cj.gcread.ref(i8 addrspace(1)* %v4, i8 addrspace(1)* addrspace(1)* %v28), !untrusted_ref !N	  %v29 = call i8 addrspace(1)* @llvm.cj.gcread.ref(i8 addrspace(1)* %v4, i8 addrspace(1)* addrspace(1)* %v28)
incremental_compilation	"_CN28cjcj:incremental_compilation17PollutionAnalyzer32PollutionForAddedNonTypeDeclImplHCNY_8IncrDeclE"	CG-METADATA-NUMBERING	cosmetic	replace	  %v15 = load i32, i32 addrspace(1)* %v14, align 4, !untrusted_ref !8	  %v15 = load i32, i32 addrspace(1)* %v14, align 4, !untrusted_ref !16	equal	<identical after metadata-number normalization>	<identical after metadata-number normalization>
incremental_compilation	"_CN28cjcj:incremental_compilation17PollutionAnalyzer34AdditionPollutionAPIOfExtendedDeclHCNY_8IncrDeclE"	CG-BRANCH-OPERAND	functional	replace	  br i1 %v81, label %v21, label %v82	  br i1 %v81, label %v82, label %v83	replace	  br i1 %v81, label %v21, label %v82	  br i1 %v81, label %v82, label %v83
incremental_compilation	"_CN28cjcj:incremental_compilation17PollutionAnalyzer35PollutedInstantiationChangeFromDeclHCNY_8IncrDeclE"	CG-METADATA-ATTACHMENT	functional	replace	  %v38 = call i8 addrspace(1)* @llvm.cj.gcread.ref(i8 addrspace(1)* %v4, i8 addrspace(1)* addrspace(1)* %v37), !untrusted_ref !9	  %v38 = call i8 addrspace(1)* @llvm.cj.gcread.ref(i8 addrspace(1)* %v4, i8 addrspace(1)* addrspace(1)* %v37)	replace	  %v38 = call i8 addrspace(1)* @llvm.cj.gcread.ref(i8 addrspace(1)* %v4, i8 addrspace(1)* addrspace(1)* %v37), !untrusted_ref !N	  %v38 = call i8 addrspace(1)* @llvm.cj.gcread.ref(i8 addrspace(1)* %v4, i8 addrspace(1)* addrspace(1)* %v37)
incremental_compilation	"_CN28cjcj:incremental_compilation17PollutionAnalyzer37PollutionForSigChangedInheritableDeclHCNY_8IncrDeclE"	CG-METADATA-NUMBERING	cosmetic	replace	  %v104 = load i32, i32 addrspace(1)* %v103, align 4, !untrusted_ref !8	  %v104 = load i32, i32 addrspace(1)* %v103, align 4, !untrusted_ref !9	equal	<identical after metadata-number normalization>	<identical after metadata-number normalization>
incremental_compilation	"_CN28cjcj:incremental_compilation17PollutionAnalyzer40PollutionForSigChangedVarWithPatternDeclHCNY_8IncrDeclE"	CG-METADATA-NUMBERING	cosmetic	replace	  %v60 = load i32, i32 addrspace(1)* %v59, align 4, !untrusted_ref !9	  %v60 = load i32, i32 addrspace(1)* %v59, align 4, !untrusted_ref !5	equal	<identical after metadata-number normalization>	<identical after metadata-number normalization>
incremental_compilation	"_CN28cjcj:incremental_compilation18ASTCacheCalculator11CollectDeclHCNY_8IncrDeclE"	CG-BRANCH-OPERAND	functional	replace	  br label %v43	  br label %v57	replace	  br label %v43	  br label %v57
incremental_compilation	"_CN28cjcj:incremental_compilation18ASTCacheCalculator11VisitMemberHCNY_8IncrDeclE"	CG-ICMP-PREDICATE	functional	replace	  %v228 = icmp ule i64 %v223, 255	  %v228 = icmp sle i64 %v223, 255	replace	  %v228 = icmp ule i64 %v223, 255	  %v228 = icmp sle i64 %v223, 255
incremental_compilation	"_CN28cjcj:incremental_compilation18ASTCacheCalculator13VisitTopLevelHCNY_8IncrDeclE"	CG-ICMP-PREDICATE	functional	replace	  %v168 = load i32, i32 addrspace(1)* %v167, align 4, !untrusted_ref !7	  %v168 = load i32, i32 addrspace(1)* %v167, align 4, !untrusted_ref !6	replace	  %v174 = icmp ule i64 %v169, 255	  %v174 = icmp sle i64 %v169, 255
incremental_compilation	"_CN28cjcj:incremental_compilation18ASTCacheCalculator14AddCurFileDeclHCNY_8IncrDeclE"	CG-METADATA-ATTACHMENT	functional	replace	  %v15 = call i8 addrspace(1)* @llvm.cj.gcread.ref(i8 addrspace(1)* %v3, i8 addrspace(1)* addrspace(1)* %v14), !untrusted_ref !21	  %v15 = call i8 addrspace(1)* @llvm.cj.gcread.ref(i8 addrspace(1)* %v3, i8 addrspace(1)* addrspace(1)* %v14)	replace	  %v15 = call i8 addrspace(1)* @llvm.cj.gcread.ref(i8 addrspace(1)* %v3, i8 addrspace(1)* addrspace(1)* %v14), !untrusted_ref !N	  %v15 = call i8 addrspace(1)* @llvm.cj.gcread.ref(i8 addrspace(1)* %v3, i8 addrspace(1)* addrspace(1)* %v14)
incremental_compilation	"_CN28cjcj:incremental_compilation18ASTCacheCalculator17VisitTopLevelImplHCNY_8IncrDeclECNY_17TopLevelDeclCacheE"	CG-BLOCK-LAYOUT	functional	replace	  %v20 = load i32, i32 addrspace(1)* %v19, align 4, !untrusted_ref !21	  %v20 = load i32, i32 addrspace(1)* %v19, align 4, !untrusted_ref !13	replace	L5: ; preds = %v32, %v33, %v34, %v35, %v36, %v37, %v38, %v39, %v40, %v41, %v42, %v43, %v44	L5: ; preds = %v32, %v33, %v34, %v35, %v36, %v37, %v38, %v39, %v40, %v41
incremental_compilation	"_CN28cjcj:incremental_compilation18ASTCacheCalculator19ComputeDirectExtendHCNac9ArrayListICNY_17DirectExtendEntryEE"	CG-ICMP-PREDICATE	functional	replace	  %v163 = load i32, i32 addrspace(1)* %v162, align 4, !untrusted_ref !6	  %v163 = load i32, i32 addrspace(1)* %v162, align 4, !untrusted_ref !12	replace	  %v169 = icmp ule i64 %v164, 255	  %v169 = icmp sle i64 %v164, 255
incremental_compilation	"_CN28cjcj:incremental_compilation18ASTCacheCalculator20VisitMemberVariablesHCNY_8IncrDeclE"	CG-BLOCK-LAYOUT	functional	replace	L3: ; preds = %v13, %v14, %v15, %v16, %v17	L3: ; preds = %v13, %v14, %v15, %v16	replace	L3: ; preds = %v13, %v14, %v15, %v16, %v17	L3: ; preds = %v13, %v14, %v15, %v16
incremental_compilation	"_CN28cjcj:incremental_compilation18ASTCacheCalculator22VirtualHashOfInterfaceHCNY_8IncrDeclE"	CG-METADATA-NUMBERING	cosmetic	replace	  %v92 = load i32, i32 addrspace(1)* %v91, align 4, !untrusted_ref !10	  %v92 = load i32, i32 addrspace(1)* %v91, align 4, !untrusted_ref !14	equal	<identical after metadata-number normalization>	<identical after metadata-number normalization>
incremental_compilation	"_CN28cjcj:incremental_compilation18ASTCacheCalculator24VisitTopLevelDeclMembersHCNY_8IncrDeclECNY_17TopLevelDeclCacheE"	CG-METADATA-NUMBERING	cosmetic	replace	  %v80 = load i32, i32 addrspace(1)* %v79, align 4, !untrusted_ref !8	  %v80 = load i32, i32 addrspace(1)* %v79, align 4, !untrusted_ref !18	equal	<identical after metadata-number normalization>	<identical after metadata-number normalization>
incremental_compilation	"_CN28cjcj:incremental_compilation18ASTCacheCalculator25RevisitDirectExtendMemberHCNY_8IncrDeclEl"	CG-ICMP-PREDICATE	functional	replace	  %v108 = load i32, i32 addrspace(1)* %v107, align 4, !untrusted_ref !18	  %v108 = load i32, i32 addrspace(1)* %v107, align 4, !untrusted_ref !21	replace	  %v114 = icmp ule i64 %v109, 255	  %v114 = icmp sle i64 %v109, 255
incremental_compilation	"_CN28cjcj:incremental_compilation18ComputeDeclSigHashHCNY_8IncrDeclE"	CG-MISSING-CALL	functional	replace	define i64 @"_CN28cjcj:incremental_compilation18ComputeDeclSigHashHCNY_8IncrDeclE"(i8 addrspace(1)* %v1) gc "cangjie" personality i32 (...)* @"__cj_personality_v0$" !ReflectionFunc !70 {	define i64 @"_CN28cjcj:incremental_compilation18ComputeDeclSigHashHCNY_8IncrDeclE"(i8 addrspace(1)* %v1) gc "cangjie" personality i32 (...)* @"__cj_personality_v0$" !ReflectionFunc !100 {	replace	  %v74 = icmp ule i64 %v69, -1	  br label %v74
incremental_compilation	"_CN28cjcj:incremental_compilation18IncrAttributeIndexHNNY_13IncrAttributeE"	CG-METADATA-NUMBERING	cosmetic	replace	define i64 @"_CN28cjcj:incremental_compilation18IncrAttributeIndexHNNY_13IncrAttributeE"(i32 %v1) gc "cangjie" personality i32 (...)* @"__cj_personality_v0$" !ReflectionFunc !81 {	define i64 @"_CN28cjcj:incremental_compilation18IncrAttributeIndexHNNY_13IncrAttributeE"(i32 %v1) gc "cangjie" personality i32 (...)* @"__cj_personality_v0$" !ReflectionFunc !90 {	equal	<identical after metadata-number normalization>	<identical after metadata-number normalization>
incremental_compilation	"_CN28cjcj:incremental_compilation18SplitCacheRawLinesHRNat6StringE"	CG-METADATA-NUMBERING	cosmetic	replace	define i8 addrspace(1)* @"_CN28cjcj:incremental_compilation18SplitCacheRawLinesHRNat6StringE"(%v1* noalias nocapture readonly %v2) gc "cangjie" personality i32 (...)* @"__cj_personality_v0$" !ReflectionFunc !146 {	define i8 addrspace(1)* @"_CN28cjcj:incremental_compilation18SplitCacheRawLinesHRNat6StringE"(%v1* noalias nocapture readonly %v2) gc "cangjie" personality i32 (...)* @"__cj_personality_v0$" !ReflectionFunc !154 {	equal	<identical after metadata-number normalization>	<identical after metadata-number normalization>
incremental_compilation	"_CN28cjcj:incremental_compilation19ComputeDeclBodyHashHCNY_8IncrDeclET1_bbE"	CG-MISSING-CALL	functional	replace	define i64 @"_CN28cjcj:incremental_compilation19ComputeDeclBodyHashHCNY_8IncrDeclET1_bbE"(i8 addrspace(1)* %v1, %v2* noalias %v3) gc "cangjie" personality i32 (...)* @"__cj_personality_v0$" !ReflectionFunc !90 {	define i64 @"_CN28cjcj:incremental_compilation19ComputeDeclBodyHashHCNY_8IncrDeclET1_bbE"(i8 addrspace(1)* %v1, %v2* noalias %v3) gc "cangjie" personality i32 (...)* @"__cj_personality_v0$" !ReflectionFunc !85 {	replace	  %v126 = icmp ule i64 %v121, -1	  br label %v126
