block	gap_kind	named_symbol	source_anchor	severity	status	judge_evidence
b1	MISSING	CheckBodyRetType	/root/cj_build/cangjie_compiler/src/Sema/TypeCheckerImpl.h:1353	BOOTSTRAP	FIXED	MISSING at audit base; now packages/sema/src/TypeCheckExpr/TypeChecker.cj:2427 `private func CheckBodyRetType(ctx: ASTContext, fb: FuncBody): Bool {` (+1 matches); added by 3cd2f93e `fix: port sema function body spine helpers` (packages/sema/src/TypeCheckExpr/TypeChecker.cj)
b1	MISSING	ReplaceFuncRetTyWithThis	/root/cj_build/cangjie_compiler/src/Sema/TypeCheckerImpl.h:1356	BOOTSTRAP	FIXED	MISSING at audit base; now packages/sema/src/TypeCheckExpr/TypeChecker.cj:2457 `ReplaceFuncRetTyWithThis(fb, retType.GetTy().getOrThrow())` (+1 matches); added by ab03a42e `fix: port sema function body leaf helpers` (packages/sema/src/TypeCheckExpr/TypeChecker.cj)
b1	MISSING	CheckCtorFuncBody	/root/cj_build/cangjie_compiler/src/Sema/TypeCheckerImpl.h:1357	BOOTSTRAP	FIXED	MISSING at audit base; now packages/sema/src/TypeCheckExpr/TypeChecker.cj:2528 `CheckCtorFuncBody(ctx, fb)` (+1 matches); added by ab03a42e `fix: port sema function body leaf helpers` (packages/sema/src/TypeCheckExpr/TypeChecker.cj)
b1	MISSING	CheckReturnThisInFuncBody	/root/cj_build/cangjie_compiler/src/Sema/TypeCheckerImpl.h:1358	BOOTSTRAP	FIXED	MISSING at audit base; now packages/sema/src/TypeCheckExpr/TypeChecker.cj:2456 `if (CheckReturnThisInFuncBody(fb)) {` (+2 matches); added by ab03a42e `fix: port sema function body leaf helpers` (packages/sema/src/TypeCheckExpr/TypeChecker.cj)
b1	MISSING	CheckConstructor	/root/cj_build/cangjie_compiler/src/Sema/TypeCheckerImpl.h:1363	BOOTSTRAP	REMAINING	MISSING exact identifier `CheckConstructor`: absent in current packages/
b1	MISSING	CheckConstructorSuper	/root/cj_build/cangjie_compiler/src/Sema/TypeCheckerImpl.h:1364	BOOTSTRAP	REMAINING	MISSING exact identifier `CheckConstructorSuper`: absent in current packages/
b1	MISSING	CheckFinalizer	/root/cj_build/cangjie_compiler/src/Sema/TypeCheckerImpl.h:1367	BOOTSTRAP	REMAINING	MISSING exact identifier `CheckFinalizer`: absent in current packages/
b1	MISSING	CheckOperatorOverloadFunc	/root/cj_build/cangjie_compiler/src/Sema/TypeCheckerImpl.h:1368	BOOTSTRAP	REMAINING	MISSING exact identifier `CheckOperatorOverloadFunc`: absent in current packages/
b1	MISSING	HandIndexOperatorOverload	/root/cj_build/cangjie_compiler/src/Sema/TypeCheckerImpl.h:1369	BOOTSTRAP	REMAINING	MISSING exact identifier `HandIndexOperatorOverload`: absent in current packages/
b1	MISSING	CheckAnnotations	/root/cj_build/cangjie_compiler/src/Sema/TypeCheckerImpl.h:1371	BOOTSTRAP	REMAINING	MISSING exact identifier `CheckAnnotations`: absent in current packages/
b1	MISSING	CheckAnnotationDecl	/root/cj_build/cangjie_compiler/src/Sema/TypeCheckerImpl.h:1372	BOOTSTRAP	REMAINING	MISSING exact identifier `CheckAnnotationDecl`: absent in current packages/
b1	MISSING	CheckJavaHasDefaultAnnotation	/root/cj_build/cangjie_compiler/src/Sema/TypeCheckerImpl.h:1373	BOOTSTRAP	REMAINING	MISSING exact identifier `CheckJavaHasDefaultAnnotation`: absent in current packages/
b1	MISSING	CheckCustomAnnotation	/root/cj_build/cangjie_compiler/src/Sema/TypeCheckerImpl.h:1374	BOOTSTRAP	REMAINING	MISSING exact identifier `CheckCustomAnnotation`: absent in current packages/
b1	MISSING	CheckClosures	/root/cj_build/cangjie_compiler/src/Sema/TypeCheckerImpl.h:1378	BOOTSTRAP	REMAINING	MISSING exact identifier `CheckClosures`: absent in current packages/
b1	MISSING	CheckPrimaryCtorBeforeMerge	/root/cj_build/cangjie_compiler/src/Sema/TypeCheckerImpl.h:1381	BOOTSTRAP	REMAINING	MISSING exact identifier `CheckPrimaryCtorBeforeMerge`: absent in current packages/
b1	MISSING	CheckInheritance	/root/cj_build/cangjie_compiler/src/Sema/TypeCheckerImpl.h:1388	BOOTSTRAP	REMAINING	MISSING exact identifier `CheckInheritance`: absent in current packages/
b1	MISSING	CheckLegalUseOfClosure	/root/cj_build/cangjie_compiler/src/Sema/TypeCheckerImpl.h:1389	BOOTSTRAP	REMAINING	MISSING exact identifier `CheckLegalUseOfClosure`: absent in current packages/
b1	MISSING	CheckLegalUseOfClosure	/root/cj_build/cangjie_compiler/src/Sema/TypeCheckerImpl.h:1390	BOOTSTRAP	REMAINING	MISSING exact identifier `CheckLegalUseOfClosure`: absent in current packages/
b1	MISSING	IsCapturedInCFuncLambda	/root/cj_build/cangjie_compiler/src/Sema/TypeCheckerImpl.h:1391	BOOTSTRAP	REMAINING	MISSING exact identifier `IsCapturedInCFuncLambda`: absent in current packages/
b1	MISSING	IsCapturedCStructOfClosure	/root/cj_build/cangjie_compiler/src/Sema/TypeCheckerImpl.h:1392	BOOTSTRAP	REMAINING	MISSING exact identifier `IsCapturedCStructOfClosure`: absent in current packages/
b1	MISSING	CheckMemberAccessInCtorParamOrCtorArg	/root/cj_build/cangjie_compiler/src/Sema/TypeCheckerImpl.h:1425	BOOTSTRAP	REMAINING	MISSING exact identifier `CheckMemberAccessInCtorParamOrCtorArg`: absent in current packages/
b1	MISSING	CheckValueTypeRecursive	/root/cj_build/cangjie_compiler/src/Sema/TypeCheckerImpl.h:1479	BOOTSTRAP	REMAINING	MISSING exact identifier `CheckValueTypeRecursive`: absent in current packages/
b1	MISSING	CheckValueTypeRecursiveDFSSwitch	/root/cj_build/cangjie_compiler/src/Sema/TypeCheckerImpl.h:1481	BOOTSTRAP	REMAINING	MISSING exact identifier `CheckValueTypeRecursiveDFSSwitch`: absent in current packages/
b1	MISSING	CheckRecursiveConstructorCall	/root/cj_build/cangjie_compiler/src/Sema/TypeCheckerImpl.h:1482	BOOTSTRAP	REMAINING	MISSING exact identifier `CheckRecursiveConstructorCall`: absent in current packages/
b1	MISSING	CheckDupInterfaceInStructDecl	/root/cj_build/cangjie_compiler/src/Sema/TypeCheckerImpl.h:1514	BOOTSTRAP	REMAINING	MISSING exact identifier `CheckDupInterfaceInStructDecl`: absent in current packages/
b1	MISSING	CheckInstDupSuperInterfacesEntry	/root/cj_build/cangjie_compiler/src/Sema/TypeCheckerImpl.h:1520	BOOTSTRAP	REMAINING	MISSING exact identifier `CheckInstDupSuperInterfacesEntry`: absent in current packages/
b1	MISSING	CheckInstDupSuperInterfaces	/root/cj_build/cangjie_compiler/src/Sema/TypeCheckerImpl.h:1522	BOOTSTRAP	REMAINING	MISSING exact identifier `CheckInstDupSuperInterfaces`: absent in current packages/
b1	MISSING	CheckInstDupSuperInterfaces	/root/cj_build/cangjie_compiler/src/Sema/TypeCheckerImpl.h:1523	BOOTSTRAP	REMAINING	MISSING exact identifier `CheckInstDupSuperInterfaces`: absent in current packages/
b1	MISSING	CheckExtendDecl	/root/cj_build/cangjie_compiler/src/Sema/TypeCheckerImpl.h:1562	BOOTSTRAP	FIXED	MISSING at audit base; now packages/sema/src/TypeCheckExtend.cj:963 `public func CheckExtendDecl(` (+3 matches); added by 2a103f8f `fix: align extend inheritance checks` (packages/sema/src/TypeCheckExtend.cj)
b1	MISSING	SetExtendExternalAttr	/root/cj_build/cangjie_compiler/src/Sema/TypeCheckerImpl.h:1563	BOOTSTRAP	REMAINING	MISSING exact identifier `SetExtendExternalAttr`: absent in current packages/
b1	MISSING	CheckExtendOrphanRule	/root/cj_build/cangjie_compiler/src/Sema/TypeCheckerImpl.h:1564	BOOTSTRAP	REMAINING	MISSING exact identifier `CheckExtendOrphanRule`: absent in current packages/
b1	MISSING	CheckImmutExtendInhertMutSuper	/root/cj_build/cangjie_compiler/src/Sema/TypeCheckerImpl.h:1565	BOOTSTRAP	REMAINING	MISSING exact identifier `CheckImmutExtendInhertMutSuper`: absent in current packages/
b1	MISSING	CheckExtendInterfaces	/root/cj_build/cangjie_compiler/src/Sema/TypeCheckerImpl.h:1570	BOOTSTRAP	REMAINING	MISSING exact identifier `CheckExtendInterfaces`: absent in current packages/
b1	MISSING	CheckDefImplWithoutOutsideGeneric	/root/cj_build/cangjie_compiler/src/Sema/TypeCheckerImpl.h:1571	BOOTSTRAP	REMAINING	MISSING exact identifier `CheckDefImplWithoutOutsideGeneric`: absent in current packages/
b1	MISSING	CheckExtendGenerics	/root/cj_build/cangjie_compiler/src/Sema/TypeCheckerImpl.h:1574	BOOTSTRAP	REMAINING	MISSING exact identifier `CheckExtendGenerics`: absent in current packages/
b1	MISSING	CheckExtendedTypeValidity	/root/cj_build/cangjie_compiler/src/Sema/TypeCheckerImpl.h:1575	BOOTSTRAP	REMAINING	MISSING exact identifier `CheckExtendedTypeValidity`: absent in current packages/
b1	MISSING	GetCloneDecl	/root/cj_build/cangjie_compiler/src/Sema/TypeCheckerImpl.h:1580	BOOTSTRAP	REMAINING	MISSING exact identifier `GetCloneDecl`: absent in current packages/
b1	MISSING	HandleDefaultImplement	/root/cj_build/cangjie_compiler/src/Sema/TypeCheckerImpl.h:1586	BOOTSTRAP	REMAINING	MISSING exact identifier `HandleDefaultImplement`: absent in current packages/
b1	MISSING	CheckCHIRClassDependencies	/root/cj_build/cangjie_compiler/src/Sema/TypeCheckerImpl.h:1629	BOOTSTRAP	FIXED	MISSING at audit base; now packages/sema/src/TypeCheckExpr/TypeChecker.cj:557 `CheckCHIRClassDependencies()` (+1 matches); added by 4d1ebdc0 `feat: wire sema import manager c1a surface` (packages/sema/src/TypeCheckExpr/TypeChecker.cj)
b1	MISSING	CheckCFuncReturnType	/root/cj_build/cangjie_compiler/src/Sema/TypeCheckerImpl.h:1646	BOOTSTRAP	REMAINING	MISSING exact identifier `CheckCFuncReturnType`: absent in current packages/
b1	MISSING	UnsafeCheck	/root/cj_build/cangjie_compiler/src/Sema/TypeCheckerImpl.h:1647	BOOTSTRAP	FIXED	MISSING at audit base; now packages/sema/src/TypeCheckExpr/TypeChecker.cj:2606 `UnsafeCheck(fb)` (+1 matches); added by ab03a42e `fix: port sema function body leaf helpers` (packages/sema/src/TypeCheckExpr/TypeChecker.cj)
b1	MISSING	CheckEnumFuncDeclIsCStructParam	/root/cj_build/cangjie_compiler/src/Sema/TypeCheckerImpl.h:1652	BOOTSTRAP	REMAINING	MISSING exact identifier `CheckEnumFuncDeclIsCStructParam`: absent in current packages/
b1	MISSING	CheckAccessLegalityOfRefExpr	/root/cj_build/cangjie_compiler/src/Sema/TypeCheckerImpl.h:1661	BOOTSTRAP	REMAINING	MISSING exact identifier `CheckAccessLegalityOfRefExpr`: absent in current packages/
b1	MISSING	CheckAccessLegalityOfMemberAccess	/root/cj_build/cangjie_compiler/src/Sema/TypeCheckerImpl.h:1662	BOOTSTRAP	REMAINING	MISSING exact identifier `CheckAccessLegalityOfMemberAccess`: absent in current packages/
b1	MISSING	CheckTypeArgLegalityOfJArrayCtor	/root/cj_build/cangjie_compiler/src/Sema/TypeCheckerImpl.h:1663	BOOTSTRAP	REMAINING	MISSING exact identifier `CheckTypeArgLegalityOfJArrayCtor`: absent in current packages/
b1	MISSING	CheckStaticMemberAccessLegality	/root/cj_build/cangjie_compiler/src/Sema/TypeCheckerImpl.h:1664	BOOTSTRAP	REMAINING	MISSING exact identifier `CheckStaticMemberAccessLegality`: absent in current packages/
b1	MISSING	CheckInstanceMemberAccessLegality	/root/cj_build/cangjie_compiler/src/Sema/TypeCheckerImpl.h:1665	BOOTSTRAP	REMAINING	MISSING exact identifier `CheckInstanceMemberAccessLegality`: absent in current packages/
b1	MISSING	CheckLegalityOfReferenceIsSkip	/root/cj_build/cangjie_compiler/src/Sema/TypeCheckerImpl.h:1666	BOOTSTRAP	REMAINING	MISSING exact identifier `CheckLegalityOfReferenceIsSkip`: absent in current packages/
b1	MISSING	CheckLegalityOfReferenceForNameReferenceExpr	/root/cj_build/cangjie_compiler/src/Sema/TypeCheckerImpl.h:1667	BOOTSTRAP	REMAINING	MISSING exact identifier `CheckLegalityOfReferenceForNameReferenceExpr`: absent in current packages/
b1	MISSING	CheckLegalityOfReferenceForExpr	/root/cj_build/cangjie_compiler/src/Sema/TypeCheckerImpl.h:1668	BOOTSTRAP	REMAINING	MISSING exact identifier `CheckLegalityOfReferenceForExpr`: absent in current packages/
b1	MISSING	CheckLegalityOfReference	/root/cj_build/cangjie_compiler/src/Sema/TypeCheckerImpl.h:1669	BOOTSTRAP	REMAINING	MISSING exact identifier `CheckLegalityOfReference`: absent in current packages/
b1	MISSING	CheckLegalityOfReference	/root/cj_build/cangjie_compiler/src/Sema/TypeCheckerImpl.h:1670	BOOTSTRAP	REMAINING	MISSING exact identifier `CheckLegalityOfReference`: absent in current packages/
b1	MISSING	ShouldSkipDeprecationDiagnostic	/root/cj_build/cangjie_compiler/src/Sema/TypeCheckerImpl.h:1673	BOOTSTRAP	REMAINING	MISSING exact identifier `ShouldSkipDeprecationDiagnostic`: absent in current packages/
b1	MISSING	CheckUsageOfDeprecated	/root/cj_build/cangjie_compiler/src/Sema/TypeCheckerImpl.h:1678	BOOTSTRAP	REMAINING	MISSING exact identifier `CheckUsageOfDeprecated`: absent in current packages/
b1	MISSING	CheckUsageOfDeprecatedParameters	/root/cj_build/cangjie_compiler/src/Sema/TypeCheckerImpl.h:1679	BOOTSTRAP	REMAINING	MISSING exact identifier `CheckUsageOfDeprecatedParameters`: absent in current packages/
b1	MISSING	CheckOverridingOrRedefinitionOfDeprecated	/root/cj_build/cangjie_compiler/src/Sema/TypeCheckerImpl.h:1697	BOOTSTRAP	REMAINING	MISSING exact identifier `CheckOverridingOrRedefinitionOfDeprecated`: absent in current packages/
b1	MISSING	CheckUsageOfDeprecatedSetter	/root/cj_build/cangjie_compiler/src/Sema/TypeCheckerImpl.h:1698	BOOTSTRAP	REMAINING	MISSING exact identifier `CheckUsageOfDeprecatedSetter`: absent in current packages/
b1	MISSING	CheckDeprecationLevelOnInheritors	/root/cj_build/cangjie_compiler/src/Sema/TypeCheckerImpl.h:1699	BOOTSTRAP	REMAINING	MISSING exact identifier `CheckDeprecationLevelOnInheritors`: absent in current packages/
b1	MISSING	IsDeprecatedStrict	/root/cj_build/cangjie_compiler/src/Sema/TypeCheckerImpl.h:1700	BOOTSTRAP	REMAINING	MISSING exact identifier `IsDeprecatedStrict`: absent in current packages/
b1	MISSING	GetDiagnoseKindOfFuncDecl	/root/cj_build/cangjie_compiler/src/Sema/TypeCheckerImpl.h:1701	BOOTSTRAP	REMAINING	MISSING exact identifier `GetDiagnoseKindOfFuncDecl`: absent in current packages/
b1	MISSING	GetDiagnoseKindOfVarDecl	/root/cj_build/cangjie_compiler/src/Sema/TypeCheckerImpl.h:1706	BOOTSTRAP	REMAINING	MISSING exact identifier `GetDiagnoseKindOfVarDecl`: absent in current packages/
b1	MISSING	CheckForbiddenMemberAccess	/root/cj_build/cangjie_compiler/src/Sema/TypeCheckerImpl.h:1726	BOOTSTRAP	REMAINING	MISSING exact identifier `CheckForbiddenMemberAccess`: absent in current packages/
b1	MISSING	SynLiteralInBinaryExprFromRight	/root/cj_build/cangjie_compiler/src/Sema/TypeCheckerImpl.h:1732	BOOTSTRAP	REMAINING	MISSING exact identifier `SynLiteralInBinaryExprFromRight`: absent in current packages/
b1	MISSING	SynLiteralInBinaryExprFromLeft	/root/cj_build/cangjie_compiler/src/Sema/TypeCheckerImpl.h:1733	BOOTSTRAP	REMAINING	MISSING exact identifier `SynLiteralInBinaryExprFromLeft`: absent in current packages/
b1	MISSING	DiagnoseForSubscriptAssignExpr	/root/cj_build/cangjie_compiler/src/Sema/TypeCheckerImpl.h:1734	BOOTSTRAP	REMAINING	MISSING exact identifier `DiagnoseForSubscriptAssignExpr`: absent in current packages/
b1	MISSING	CheckBinaryExprCaseBuiltIn	/root/cj_build/cangjie_compiler/src/Sema/TypeCheckerImpl.h:1741	BOOTSTRAP	REMAINING	MISSING exact identifier `CheckBinaryExprCaseBuiltIn`: absent in current packages/
b1	MISSING	SynLiteralInBinaryExpr	/root/cj_build/cangjie_compiler/src/Sema/TypeCheckerImpl.h:1742	BOOTSTRAP	REMAINING	MISSING exact identifier `SynLiteralInBinaryExpr`: absent in current packages/
b1	MISSING	HandleAlias	/root/cj_build/cangjie_compiler/src/Sema/TypeCheckerImpl.h:1744	BOOTSTRAP	REMAINING	MISSING exact identifier `HandleAlias`: absent in current packages/
b1	MISSING	CheckAllInvocationHasImpl	/root/cj_build/cangjie_compiler/src/Sema/TypeCheckerImpl.h:1780	BOOTSTRAP	FIXED	MISSING at audit base; now packages/sema/src/LegalityOfUsage/LegalityOfUsage.cj:527 `private func CheckAllInvocationHasImpl(ctx: ASTContext, root: Node, diag: BasicDiagnosticEngine,` (+1 matches); added by 7ceb6f9a `fix(sema): port legality invocation impl check` (packages/sema/src/LegalityOfUsage/LegalityOfUsage.cj)
b1	INVENTED	Assumption	/root/cj_build/wt/scan_b1/packages/sema/src/Assumption.cj:110	BC	REMAINING	selfhost-only identifier still present in scanned file: packages/sema/src/Assumption.cj:71 `Assumption(typeManager, assumptionSet, baseDecl, typeMapping: substituteMap)` (+1 matches)
b1	INVENTED	AssumptionSet	/root/cj_build/wt/scan_b1/packages/sema/src/Assumption.cj:18	BC	REMAINING	selfhost-only identifier still present in scanned file: packages/sema/src/Assumption.cj:18 `public class AssumptionSet {` (+4 matches)
b1	INVENTED	GenericConstraintBlame	/root/cj_build/wt/scan_b1/packages/sema/src/Assumption.cj:6	BC	REMAINING	selfhost-only identifier still present in scanned file: packages/sema/src/Assumption.cj:6 `public class GenericConstraintBlame {` (+2 matches)
b1	INVENTED	IsInlineFunction	/root/cj_build/wt/scan_b1/packages/sema/src/CheckFuncInline.cj:141	BC	REMAINING	selfhost-only identifier still present in scanned file: packages/sema/src/CheckFuncInline.cj:141 `public func IsInlineFunction(fd: FuncDecl): Bool {` (+1 matches)
b1	INVENTED	ProcessFuncDeclWithInline	/root/cj_build/wt/scan_b1/packages/sema/src/CheckFuncInline.cj:213	BC	REMAINING	selfhost-only identifier still present in scanned file: packages/sema/src/CheckFuncInline.cj:213 `public func ProcessFuncDeclWithInline(fd: FuncDecl): Unit {` (+1 matches)
b1	INVENTED	CheckFuncDeclIsInline	/root/cj_build/wt/scan_b1/packages/sema/src/CheckFuncInline.cj:223	BC	REMAINING	selfhost-only identifier still present in scanned file: packages/sema/src/CheckFuncInline.cj:223 `public func CheckFuncDeclIsInline(pkg: Package): Unit {` (+1 matches)
b1	INVENTED	CheckInlineFunctionsForPackages	/root/cj_build/wt/scan_b1/packages/sema/src/CheckFuncInline.cj:283	BC	REMAINING	selfhost-only identifier still present in scanned file: packages/sema/src/CheckFuncInline.cj:283 `public func CheckInlineFunctionsForPackages(pkgs: ArrayList<Package>, opts: OptionGlobalOptions): Unit {`
b1	INVENTED	AnalyzeLinkageBasedOnModifier	/root/cj_build/wt/scan_b1/packages/sema/src/CheckFunctionLinkage.cj:156	BC	REMAINING	selfhost-only identifier still present in scanned file: packages/sema/src/CheckFunctionLinkage.cj:156 `public func AnalyzeLinkageBasedOnModifier(pkg: Package, opt: OptionGlobalOptions): Unit {` (+1 matches)
b1	INVENTED	Run	/root/cj_build/wt/scan_b1/packages/sema/src/CheckFunctionLinkage.cj:247	BC	REMAINING	selfhost-only identifier still present in scanned file: packages/sema/src/CheckFunctionLinkage.cj:247 `public func Run(): Unit {` (+1 matches)
b1	INVENTED	CheckTypeCompatible	/root/cj_build/wt/scan_b1/packages/sema/src/CheckTypeCompatible.cj:29	BC	REMAINING	selfhost-only identifier still present in scanned file: packages/sema/src/CheckTypeCompatible.cj:29 `public func CheckTypeCompatible(tm: TypeManager, lvalue: Ty, rvalue: Ty): TypeCompatibility {`
b1	INVENTED	ComparisonRes	/root/cj_build/wt/scan_b1/packages/sema/src/CheckTypeCompatible.cj:5	BC	REMAINING	selfhost-only identifier still present in scanned file: packages/sema/src/CheckTypeCompatible.cj:5 `public enum ComparisonRes {` (+16 matches)
b1	INVENTED	UsedImportTarget	/root/cj_build/wt/scan_b1/packages/sema/src/CheckUnusedImportImpl.cj:10	BC	REMAINING	selfhost-only identifier still present in scanned file: packages/sema/src/CheckUnusedImportImpl.cj:11 `public class UsedImportTarget <: Hashable & Equatable<UsedImportTarget> {` (+29 matches)
b1	INVENTED	UnusedImportFinding	/root/cj_build/wt/scan_b1/packages/sema/src/CheckUnusedImportImpl.cj:20	BC	REMAINING	selfhost-only identifier still present in scanned file: packages/sema/src/CheckUnusedImportImpl.cj:33 `public class UnusedImportFinding {` (+7 matches)
b1	INVENTED	CollectUnusedImports	/root/cj_build/wt/scan_b1/packages/sema/src/CheckUnusedImportImpl.cj:486	BC	REMAINING	selfhost-only identifier still present in scanned file: packages/sema/src/CheckUnusedImportImpl.cj:458 `public func CollectUnusedImports(pkg: Package, importManager: SemaImportManager): ArrayList<UnusedImportFin...` (+1 matches)
b1	INVENTED	CollectUnusedImports	/root/cj_build/wt/scan_b1/packages/sema/src/CheckUnusedImportImpl.cj:490	BC	REMAINING	selfhost-only identifier still present in scanned file: packages/sema/src/CheckUnusedImportImpl.cj:458 `public func CollectUnusedImports(pkg: Package, importManager: SemaImportManager): ArrayList<UnusedImportFin...` (+1 matches)
b1	INVENTED	ReportUnusedImports	/root/cj_build/wt/scan_b1/packages/sema/src/CheckUnusedImportImpl.cj:494	BC	REMAINING	selfhost-only identifier still present in scanned file: packages/sema/src/CheckUnusedImportImpl.cj:69 `ReportUnusedImports()` (+2 matches)
b1	INVENTED	ReportUnusedImports	/root/cj_build/wt/scan_b1/packages/sema/src/CheckUnusedImportImpl.cj:505	BC	REMAINING	selfhost-only identifier still present in scanned file: packages/sema/src/CheckUnusedImportImpl.cj:69 `ReportUnusedImports()` (+2 matches)
b1	INVENTED	Collect	/root/cj_build/wt/scan_b1/packages/sema/src/Collector.cj:128	BOOTSTRAP	REMAINING	selfhost-only identifier still present in scanned file: packages/sema/src/Collector.cj:160 `public func Collect(pkg: Package): Unit {`
b1	INVENTED	Collector	/root/cj_build/wt/scan_b1/packages/sema/src/Collector.cj:15	BOOTSTRAP	REMAINING	selfhost-only identifier still present in scanned file: packages/sema/src/Collector.cj:15 `public class Collector {`; FEATURE_DEBT.md mentions this identifier
b1	INVENTED	ConstEvaluationChecker	/root/cj_build/wt/scan_b1/packages/sema/src/ConstEvaluationChecker.cj:181	BC	REMAINING	selfhost-only identifier still present in scanned file: packages/sema/src/ConstEvaluationChecker.cj:181 `public class ConstEvaluationChecker {` (+1 matches)
b1	INVENTED	ConstEvaluationIssue	/root/cj_build/wt/scan_b1/packages/sema/src/ConstEvaluationChecker.cj:37	BC	REMAINING	selfhost-only identifier still present in scanned file: packages/sema/src/ConstEvaluationChecker.cj:37 `public class ConstEvaluationIssue {` (+4 matches)
b1	INVENTED	ConstEvaluationIssueKind	/root/cj_build/wt/scan_b1/packages/sema/src/ConstEvaluationChecker.cj:9	BC	REMAINING	selfhost-only identifier still present in scanned file: packages/sema/src/ConstEvaluationChecker.cj:9 `public enum ConstEvaluationIssueKind {` (+29 matches)
b1	INVENTED	DeclAttributeIssue	/root/cj_build/wt/scan_b1/packages/sema/src/DeclAttributeChecker.cj:49	BC	REMAINING	selfhost-only identifier still present in scanned file: packages/sema/src/DeclAttributeChecker.cj:53 `public class DeclAttributeIssue {` (+10 matches)
b1	INVENTED	CheckDeclAttributesForPackage	/root/cj_build/wt/scan_b1/packages/sema/src/DeclAttributeChecker.cj:544	BC	REMAINING	selfhost-only identifier still present in scanned file: packages/sema/src/DeclAttributeChecker.cj:558 `public func CheckDeclAttributesForPackage(`
b1	INVENTED	CheckDeclAttributesForDecl	/root/cj_build/wt/scan_b1/packages/sema/src/DeclAttributeChecker.cj:553	BC	REMAINING	selfhost-only identifier still present in scanned file: packages/sema/src/DeclAttributeChecker.cj:568 `public func CheckDeclAttributesForDecl(`
b1	INVENTED	DeclAttributeIssueKind	/root/cj_build/wt/scan_b1/packages/sema/src/DeclAttributeChecker.cj:7	BC	REMAINING	selfhost-only identifier still present in scanned file: packages/sema/src/DeclAttributeChecker.cj:11 `public enum DeclAttributeIssueKind {` (+29 matches)
b1	INVENTED	close	/root/cj_build/wt/scan_b1/packages/sema/src/DiagSuppressor.cj:54	DIAG	FIXED	identifier removed since audit base from packages/sema/src/DiagSuppressor.cj by 6833ea6d `fix: place struct zero init at first use`
b1	INVENTED	DiagSuppressor	/root/cj_build/wt/scan_b1/packages/sema/src/DiagSuppressor.cj:5	DIAG	REMAINING	selfhost-only identifier still present in scanned file: packages/sema/src/DiagSuppressor.cj:5 `public class DiagSuppressor <: Resource {`
b1	INVENTED	isClosed	/root/cj_build/wt/scan_b1/packages/sema/src/DiagSuppressor.cj:64	DIAG	REMAINING	selfhost-only identifier still present in scanned file: packages/sema/src/DiagSuppressor.cj:64 `public func isClosed(): Bool {`
b1	INVENTED	DiagMismatchedTypesWithFoundTy	/root/cj_build/wt/scan_b1/packages/sema/src/Diags.cj:134	DIAG	REMAINING	selfhost-only identifier still present in scanned file: packages/sema/src/Diags.cj:208 `public func DiagMismatchedTypesWithFoundTy(diag: BasicDiagnosticEngine, node: Node, expected: String,` (+4 matches)
b1	INVENTED	DiagMismatchedTypesWithFoundTy	/root/cj_build/wt/scan_b1/packages/sema/src/Diags.cj:149	DIAG	REMAINING	selfhost-only identifier still present in scanned file: packages/sema/src/Diags.cj:208 `public func DiagMismatchedTypesWithFoundTy(diag: BasicDiagnosticEngine, node: Node, expected: String,` (+4 matches)
b1	INVENTED	InEdges	/root/cj_build/wt/scan_b1/packages/sema/src/EliminateRecursiveTypes.cj:103	BC	REMAINING	selfhost-only identifier still present in scanned file: packages/sema/src/EliminateRecursiveTypes.cj:103 `public func InEdges(enumDecl: EnumDecl): ArrayList<Decl> {` (+2 matches)
b1	INVENTED	StronglyConnectedComponents	/root/cj_build/wt/scan_b1/packages/sema/src/EliminateRecursiveTypes.cj:110	BC	REMAINING	selfhost-only identifier still present in scanned file: packages/sema/src/EliminateRecursiveTypes.cj:110 `public func StronglyConnectedComponents(): ArrayList<RecursiveTypeGraph> {` (+2 matches)
b1	INVENTED	PeekEnumToBox	/root/cj_build/wt/scan_b1/packages/sema/src/EliminateRecursiveTypes.cj:120	BC	REMAINING	selfhost-only identifier still present in scanned file: packages/sema/src/EliminateRecursiveTypes.cj:120 `public func PeekEnumToBox(): Option<EnumDecl> {` (+1 matches)
b1	INVENTED	RemoveVertex	/root/cj_build/wt/scan_b1/packages/sema/src/EliminateRecursiveTypes.cj:133	BC	REMAINING	selfhost-only identifier still present in scanned file: packages/sema/src/EliminateRecursiveTypes.cj:133 `public func RemoveVertex(enumDecl: EnumDecl): Unit {` (+1 matches)
b1	INVENTED	EliminateRecursiveTypes	/root/cj_build/wt/scan_b1/packages/sema/src/EliminateRecursiveTypes.cj:446	BC	REMAINING	selfhost-only identifier still present in scanned file: packages/sema/src/EliminateRecursiveTypes.cj:446 `public func EliminateRecursiveTypes(importedPkgs: ArrayList<PackageDecl>, typeManager: TypeManager): Unit {`
b1	INVENTED	GetState	/root/cj_build/wt/scan_b1/packages/sema/src/EliminateRecursiveTypes.cj:44	BC	REMAINING	selfhost-only identifier still present in scanned file: packages/sema/src/EliminateRecursiveTypes.cj:44 `public func GetState(decl: Decl): Option<TarjanState> {` (+5 matches)
b1	INVENTED	EnsureState	/root/cj_build/wt/scan_b1/packages/sema/src/EliminateRecursiveTypes.cj:53	BC	REMAINING	selfhost-only identifier still present in scanned file: packages/sema/src/EliminateRecursiveTypes.cj:53 `public func EnsureState(decl: Decl): TarjanState {` (+1 matches)
